,Merchant_id,Business_type,Location,mof,Affirm_product,churn
3363,M3364,Airline,Los Angeles,20,Affirm Anywhere,0
3364,M3365,Department_store,Houston,68,Partnership,0
3365,M3366,Ticket,Los Angeles,44,Debit Card,0
3366,M3367,Department_store,Los Angeles,23,Debit Card,0
3367,M3368,Ticket,Houston,2,API-integration,0
3368,M3369,Airline,Phoenix,22,API-integration,0
3369,M3370,Restaurant,Houston,57,Other integrations,0
3370,M3371,Airline,San Francisco,7,VCN-integration,0
3371,M3372,Beauty,New York,56,API-integration,0
3372,M3373,Retail,New York,67,Affirm Anywhere,0
3373,M3374,Restaurant,Los Angeles,16,Partnership,0
3374,M3375,Restaurant,Houston,51,Debit Card,1
3375,M3376,Retail,Houston,12,VCN-integration,0
3376,M3377,Department_store,Houston,53,API-integration,0
3377,M3378,Airline,San Francisco,5,VCN-integration,0
3378,M3379,Department_store,San Francisco,27,Partnership,0
3379,M3380,Department_store,Phoenix,12,Partnership,0
3380,M3381,Airline,Chicago,17,VCN-integration,0
3381,M3382,Beauty,Chicago,6,VCN-integration,0
3382,M3383,Restaurant,Chicago,5,Other integrations,0
3383,M3384,Ticket,Phoenix,57,VCN-integration,0
3384,M3385,Retail,Houston,28,Debit Card,0
3385,M3386,Restaurant,Chicago,69,Affirm Anywhere,0
3386,M3387,Department_store,Houston,59,API-integration,0
3387,M3388,Retail,Los Angeles,33,API-integration,0
3388,M3389,Ticket,Chicago,62,API-integration,0
3389,M3390,Restaurant,Los Angeles,50,VCN-integration,0
3390,M3391,Restaurant,Phoenix,19,VCN-integration,0
3391,M3392,Beauty,New York,69,Other integrations,0
3392,M3393,Restaurant,San Francisco,66,VCN-integration,0
3393,M3394,Restaurant,Phoenix,47,Other integrations,0
3394,M3395,Ticket,Phoenix,39,Other integrations,0
3395,M3396,Ticket,Phoenix,68,Debit Card,1
3396,M3397,Retail,Chicago,33,Debit Card,0
3397,M3398,Department_store,Los Angeles,13,Debit Card,0
3398,M3399,Ticket,San Francisco,54,Debit Card,0
3399,M3400,Retail,Chicago,7,Partnership,1
3400,M3401,Restaurant,New York,14,Debit Card,0
3401,M3402,Retail,San Francisco,19,Debit Card,0
3402,M3403,Retail,Phoenix,54,Debit Card,0
3403,M3404,Retail,Houston,20,Other integrations,0
3404,M3405,Airline,New York,29,API-integration,0
3405,M3406,Retail,Los Angeles,24,API-integration,0
3406,M3407,Ticket,New York,63,API-integration,0
3407,M3408,Airline,Chicago,57,Affirm Anywhere,0
3408,M3409,Department_store,Houston,8,Partnership,0
3409,M3410,Retail,Chicago,62,Other integrations,0
3410,M3411,Beauty,San Francisco,29,VCN-integration,0
3411,M3412,Restaurant,Phoenix,17,Other integrations,0
3412,M3413,Restaurant,Phoenix,66,Debit Card,0
3413,M3414,Airline,New York,6,API-integration,0
3414,M3415,Restaurant,Phoenix,58,Other integrations,0
3415,M3416,Restaurant,Phoenix,69,Partnership,0
3416,M3417,Airline,San Francisco,28,Debit Card,0
3417,M3418,Restaurant,Los Angeles,62,Affirm Anywhere,0
3418,M3419,Retail,Los Angeles,41,VCN-integration,0
3419,M3420,Department_store,Chicago,69,Debit Card,0
3420,M3421,Airline,Chicago,41,VCN-integration,0
3421,M3422,Beauty,Los Angeles,49,Other integrations,0
3422,M3423,Airline,New York,49,Debit Card,0
3423,M3424,Ticket,Los Angeles,71,Affirm Anywhere,0
3424,M3425,Beauty,Chicago,3,Other integrations,0
3425,M3426,Ticket,Houston,10,Partnership,0
3426,M3427,Airline,Phoenix,35,VCN-integration,0
3427,M3428,Ticket,San Francisco,2,VCN-integration,0
3428,M3429,Beauty,Houston,24,Partnership,0
3429,M3430,Retail,Houston,38,VCN-integration,0
3430,M3431,Airline,Phoenix,22,Other integrations,0
3431,M3432,Airline,Los Angeles,26,API-integration,0
3432,M3433,Restaurant,New York,43,Partnership,0
3433,M3434,Airline,Houston,55,Affirm Anywhere,0
3434,M3435,Airline,New York,39,Debit Card,0
3435,M3436,Retail,San Francisco,29,Debit Card,0
3436,M3437,Restaurant,San Francisco,20,Partnership,0
3437,M3438,Department_store,San Francisco,41,API-integration,0
3438,M3439,Ticket,Chicago,54,Other integrations,0
3439,M3440,Beauty,Houston,20,Affirm Anywhere,0
3440,M3441,Department_store,San Francisco,19,Debit Card,0
3441,M3442,Restaurant,Chicago,66,Debit Card,0
3442,M3443,Retail,San Francisco,30,Other integrations,0
3443,M3444,Beauty,Los Angeles,53,API-integration,0
3444,M3445,Ticket,Houston,34,VCN-integration,0
3445,M3446,Airline,Chicago,22,Partnership,0
3446,M3447,Airline,San Francisco,67,API-integration,0
3447,M3448,Department_store,Chicago,6,API-integration,0
3448,M3449,Ticket,San Francisco,27,API-integration,0
3449,M3450,Restaurant,Los Angeles,10,API-integration,0
3450,M3451,Ticket,New York,48,VCN-integration,0
3451,M3452,Retail,San Francisco,70,Other integrations,0
3452,M3453,Department_store,New York,59,Affirm Anywhere,0
3453,M3454,Department_store,Houston,59,API-integration,0
3454,M3455,Retail,Los Angeles,2,API-integration,0
3455,M3456,Ticket,Houston,29,Partnership,0
3456,M3457,Retail,New York,68,Debit Card,0
3457,M3458,Beauty,Los Angeles,65,VCN-integration,0
3458,M3459,Retail,Phoenix,26,API-integration,0
3459,M3460,Ticket,Los Angeles,10,Affirm Anywhere,0
3460,M3461,Retail,Los Angeles,53,Affirm Anywhere,0
3461,M3462,Restaurant,Phoenix,59,Affirm Anywhere,0
3462,M3463,Airline,Chicago,22,Partnership,0
3463,M3464,Retail,Chicago,51,Affirm Anywhere,0
3464,M3465,Airline,Chicago,48,Other integrations,0
3465,M3466,Retail,New York,21,Partnership,0
3466,M3467,Ticket,Los Angeles,22,VCN-integration,0
3467,M3468,Beauty,San Francisco,30,Affirm Anywhere,1
3468,M3469,Beauty,Phoenix,25,Debit Card,0
3469,M3470,Airline,San Francisco,28,API-integration,0
3470,M3471,Ticket,New York,65,VCN-integration,0
3471,M3472,Ticket,Phoenix,45,Other integrations,0
3472,M3473,Ticket,San Francisco,68,Debit Card,0
3473,M3474,Restaurant,New York,7,VCN-integration,0
3474,M3475,Department_store,New York,49,Other integrations,0
3475,M3476,Retail,New York,9,Affirm Anywhere,0
3476,M3477,Ticket,Phoenix,36,VCN-integration,0
3477,M3478,Ticket,San Francisco,1,VCN-integration,0
3478,M3479,Ticket,San Francisco,10,VCN-integration,0
3479,M3480,Beauty,Houston,36,Partnership,0
3480,M3481,Ticket,New York,46,Debit Card,0
3481,M3482,Retail,Chicago,32,Other integrations,0
3482,M3483,Ticket,Los Angeles,32,Affirm Anywhere,1
3483,M3484,Retail,Houston,6,API-integration,0
3484,M3485,Restaurant,Houston,48,Affirm Anywhere,0
3485,M3486,Department_store,Phoenix,38,Affirm Anywhere,0
3486,M3487,Beauty,Houston,17,Partnership,0
3487,M3488,Retail,San Francisco,27,Partnership,0
3488,M3489,Airline,Phoenix,54,VCN-integration,0
3489,M3490,Restaurant,Phoenix,50,Affirm Anywhere,0
3490,M3491,Department_store,Chicago,35,Debit Card,0
3491,M3492,Department_store,New York,25,Partnership,0
3492,M3493,Department_store,Houston,28,Other integrations,0
3493,M3494,Retail,New York,15,Partnership,0
3494,M3495,Restaurant,New York,4,Debit Card,0
3495,M3496,Ticket,New York,27,Partnership,0
3496,M3497,Airline,Phoenix,26,Debit Card,0
3497,M3498,Restaurant,New York,19,API-integration,0
3498,M3499,Restaurant,Houston,17,Debit Card,0
3499,M3500,Restaurant,Phoenix,43,API-integration,0
3500,M3501,Retail,Houston,41,Other integrations,1
3501,M3502,Airline,Phoenix,42,VCN-integration,0
3502,M3503,Retail,Los Angeles,50,VCN-integration,0
3503,M3504,Airline,Los Angeles,40,Partnership,0
3504,M3505,Airline,Los Angeles,39,Debit Card,0
3505,M3506,Retail,Los Angeles,23,Partnership,0
3506,M3507,Airline,Phoenix,52,Debit Card,0
3507,M3508,Restaurant,New York,47,Partnership,1
3508,M3509,Retail,Chicago,63,VCN-integration,0
3509,M3510,Airline,San Francisco,69,Other integrations,0
3510,M3511,Department_store,Chicago,43,VCN-integration,0
3511,M3512,Retail,Los Angeles,48,Partnership,0
3512,M3513,Beauty,New York,34,Debit Card,0
3513,M3514,Retail,Houston,40,Affirm Anywhere,0
3514,M3515,Retail,New York,61,Other integrations,0
3515,M3516,Retail,Houston,50,Debit Card,0
3516,M3517,Airline,Chicago,67,Partnership,0
3517,M3518,Retail,New York,62,Debit Card,0
3518,M3519,Beauty,New York,58,API-integration,0
3519,M3520,Ticket,San Francisco,33,Debit Card,0
3520,M3521,Retail,Chicago,16,VCN-integration,1
3521,M3522,Department_store,New York,48,VCN-integration,0
3522,M3523,Beauty,Houston,10,API-integration,0
3523,M3524,Ticket,New York,38,Other integrations,0
3524,M3525,Airline,Houston,19,Debit Card,0
3525,M3526,Retail,Los Angeles,36,Other integrations,0
3526,M3527,Ticket,New York,59,Affirm Anywhere,0
3527,M3528,Department_store,Houston,63,Debit Card,0
3528,M3529,Beauty,Chicago,46,VCN-integration,0
3529,M3530,Beauty,Los Angeles,3,VCN-integration,0
3530,M3531,Airline,New York,65,Other integrations,0
3531,M3532,Airline,San Francisco,8,Partnership,0
3532,M3533,Airline,Houston,51,VCN-integration,0
3533,M3534,Ticket,San Francisco,6,Partnership,1
3534,M3535,Retail,New York,39,VCN-integration,0
3535,M3536,Restaurant,Houston,60,VCN-integration,0
3536,M3537,Beauty,New York,28,Affirm Anywhere,0
3537,M3538,Restaurant,Los Angeles,54,Partnership,0
3538,M3539,Beauty,Los Angeles,37,Partnership,0
3539,M3540,Airline,New York,9,VCN-integration,0
3540,M3541,Retail,New York,56,Partnership,0
3541,M3542,Retail,Phoenix,59,VCN-integration,0
3542,M3543,Beauty,New York,2,VCN-integration,0
3543,M3544,Ticket,New York,61,Other integrations,0
3544,M3545,Airline,San Francisco,58,Debit Card,0
3545,M3546,Retail,San Francisco,60,Partnership,1
3546,M3547,Retail,Los Angeles,40,API-integration,0
3547,M3548,Department_store,San Francisco,36,Other integrations,0
3548,M3549,Retail,New York,37,Partnership,0
3549,M3550,Department_store,Chicago,18,Partnership,0
3550,M3551,Retail,New York,63,Affirm Anywhere,0
3551,M3552,Retail,Phoenix,22,API-integration,0
3552,M3553,Ticket,Houston,11,API-integration,0
3553,M3554,Ticket,Los Angeles,58,Affirm Anywhere,0
3554,M3555,Airline,San Francisco,57,Affirm Anywhere,0
3555,M3556,Retail,Chicago,4,Partnership,0
3556,M3557,Airline,Houston,7,Debit Card,0
3557,M3558,Airline,Chicago,61,Affirm Anywhere,0
3558,M3559,Airline,Los Angeles,54,API-integration,0
3559,M3560,Airline,San Francisco,68,API-integration,0
3560,M3561,Beauty,Phoenix,1,Partnership,0
3561,M3562,Beauty,Los Angeles,55,Debit Card,0
3562,M3563,Retail,Chicago,3,VCN-integration,0
3563,M3564,Beauty,Chicago,38,Affirm Anywhere,0
3564,M3565,Retail,Los Angeles,1,Affirm Anywhere,0
3565,M3566,Ticket,New York,38,Partnership,0
3566,M3567,Restaurant,Los Angeles,29,Other integrations,0
3567,M3568,Department_store,San Francisco,5,Other integrations,0
3568,M3569,Beauty,San Francisco,21,Debit Card,0
3569,M3570,Beauty,Phoenix,71,API-integration,0
3570,M3571,Ticket,Los Angeles,67,API-integration,0
3571,M3572,Beauty,Houston,47,VCN-integration,0
3572,M3573,Retail,San Francisco,35,API-integration,0
3573,M3574,Retail,San Francisco,68,Other integrations,0
3574,M3575,Restaurant,San Francisco,69,Other integrations,0
3575,M3576,Restaurant,New York,1,Affirm Anywhere,0
3576,M3577,Restaurant,Houston,68,VCN-integration,0
3577,M3578,Retail,Los Angeles,12,Debit Card,1
3578,M3579,Airline,New York,60,VCN-integration,0
3579,M3580,Airline,San Francisco,27,Debit Card,1
3580,M3581,Restaurant,Houston,56,Other integrations,0
3581,M3582,Restaurant,Houston,23,API-integration,0
3582,M3583,Retail,New York,25,Partnership,0
3583,M3584,Ticket,San Francisco,21,VCN-integration,0
3584,M3585,Beauty,New York,61,VCN-integration,0
3585,M3586,Department_store,Chicago,63,Affirm Anywhere,0
3586,M3587,Airline,San Francisco,52,Affirm Anywhere,0
3587,M3588,Airline,New York,25,Other integrations,0
3588,M3589,Retail,Los Angeles,55,Debit Card,0
3589,M3590,Retail,San Francisco,46,Partnership,0
3590,M3591,Department_store,Phoenix,32,Affirm Anywhere,0
3591,M3592,Department_store,San Francisco,55,Affirm Anywhere,0
3592,M3593,Restaurant,Chicago,5,API-integration,0
3593,M3594,Department_store,New York,36,API-integration,0
3594,M3595,Beauty,Phoenix,49,Other integrations,0
3595,M3596,Beauty,Chicago,58,Other integrations,0
3596,M3597,Airline,Los Angeles,39,Affirm Anywhere,0
3597,M3598,Beauty,San Francisco,61,Debit Card,0
3598,M3599,Beauty,Phoenix,9,Partnership,0
3599,M3600,Beauty,New York,6,Affirm Anywhere,0
3600,M3601,Restaurant,New York,35,Debit Card,0
3601,M3602,Airline,Los Angeles,39,Debit Card,0
3602,M3603,Retail,Chicago,22,Affirm Anywhere,0
3603,M3604,Airline,Phoenix,41,Debit Card,0
3604,M3605,Airline,Los Angeles,5,VCN-integration,0
3605,M3606,Airline,Chicago,42,Debit Card,1
3606,M3607,Department_store,Houston,67,Affirm Anywhere,0
3607,M3608,Retail,Houston,30,Debit Card,0
3608,M3609,Department_store,Chicago,57,Affirm Anywhere,0
3609,M3610,Restaurant,New York,29,API-integration,0
3610,M3611,Restaurant,New York,37,Affirm Anywhere,0
3611,M3612,Ticket,Houston,13,Debit Card,0
3612,M3613,Ticket,New York,32,Affirm Anywhere,0
3613,M3614,Restaurant,New York,46,Partnership,0
3614,M3615,Restaurant,Chicago,23,Affirm Anywhere,0
3615,M3616,Department_store,San Francisco,45,Affirm Anywhere,0
3616,M3617,Restaurant,Chicago,17,Partnership,0
3617,M3618,Retail,New York,66,Partnership,0
3618,M3619,Department_store,Chicago,6,Partnership,0
3619,M3620,Restaurant,Phoenix,18,Other integrations,0
3620,M3621,Department_store,Houston,22,VCN-integration,0
3621,M3622,Department_store,San Francisco,33,Other integrations,0
3622,M3623,Beauty,Phoenix,30,Affirm Anywhere,0
3623,M3624,Ticket,Phoenix,32,Other integrations,0
3624,M3625,Department_store,New York,42,Other integrations,0
3625,M3626,Airline,New York,10,Partnership,0
3626,M3627,Department_store,Phoenix,36,Partnership,1
3627,M3628,Airline,Phoenix,34,API-integration,0
3628,M3629,Beauty,Los Angeles,28,Other integrations,0
3629,M3630,Restaurant,Los Angeles,11,VCN-integration,0
3630,M3631,Department_store,Houston,39,Affirm Anywhere,1
3631,M3632,Beauty,Phoenix,47,Debit Card,0
3632,M3633,Retail,Chicago,19,VCN-integration,0
3633,M3634,Beauty,San Francisco,15,VCN-integration,0
3634,M3635,Ticket,Los Angeles,28,API-integration,0
3635,M3636,Ticket,New York,24,Affirm Anywhere,0
3636,M3637,Restaurant,Phoenix,9,Affirm Anywhere,0
3637,M3638,Airline,Chicago,47,Partnership,0
3638,M3639,Restaurant,San Francisco,33,Partnership,0
3639,M3640,Airline,Chicago,62,VCN-integration,0
3640,M3641,Airline,Chicago,19,API-integration,0
3641,M3642,Airline,New York,67,Affirm Anywhere,0
3642,M3643,Airline,Los Angeles,40,API-integration,0
3643,M3644,Ticket,Chicago,47,Debit Card,1
3644,M3645,Ticket,San Francisco,65,Affirm Anywhere,0
3645,M3646,Department_store,Los Angeles,29,Partnership,0
3646,M3647,Ticket,Houston,50,VCN-integration,0
3647,M3648,Restaurant,New York,13,API-integration,0
3648,M3649,Ticket,Los Angeles,1,Partnership,0
3649,M3650,Restaurant,Los Angeles,34,VCN-integration,0
3650,M3651,Retail,Chicago,48,Partnership,0
3651,M3652,Ticket,San Francisco,48,Affirm Anywhere,0
3652,M3653,Restaurant,Chicago,49,API-integration,0
3653,M3654,Airline,San Francisco,64,Debit Card,0
3654,M3655,Beauty,New York,61,Other integrations,0
3655,M3656,Airline,Los Angeles,29,Partnership,0
3656,M3657,Department_store,Phoenix,39,Other integrations,0
3657,M3658,Restaurant,San Francisco,26,API-integration,0
3658,M3659,Airline,San Francisco,17,Affirm Anywhere,0
3659,M3660,Ticket,Chicago,71,Partnership,0
3660,M3661,Ticket,Chicago,13,Affirm Anywhere,0
3661,M3662,Retail,Houston,69,Debit Card,0
3662,M3663,Beauty,San Francisco,26,Debit Card,0
3663,M3664,Restaurant,New York,49,VCN-integration,0
3664,M3665,Airline,Los Angeles,67,VCN-integration,0
3665,M3666,Beauty,Los Angeles,7,VCN-integration,0
3666,M3667,Retail,Los Angeles,58,Affirm Anywhere,0
3667,M3668,Department_store,San Francisco,49,VCN-integration,0
3668,M3669,Beauty,Chicago,53,API-integration,0
3669,M3670,Retail,New York,65,Other integrations,0
3670,M3671,Restaurant,Los Angeles,62,Other integrations,0
3671,M3672,Department_store,San Francisco,17,Affirm Anywhere,0
3672,M3673,Ticket,Phoenix,43,Affirm Anywhere,0
3673,M3674,Retail,Houston,25,VCN-integration,1
3674,M3675,Ticket,Houston,3,Other integrations,0
3675,M3676,Department_store,Los Angeles,29,Other integrations,0
3676,M3677,Retail,Chicago,32,VCN-integration,0
3677,M3678,Retail,Houston,26,Affirm Anywhere,0
3678,M3679,Department_store,Houston,16,Debit Card,0
3679,M3680,Restaurant,Houston,25,Debit Card,0
3680,M3681,Retail,Houston,54,VCN-integration,0
3681,M3682,Department_store,Los Angeles,28,Debit Card,0
3682,M3683,Beauty,San Francisco,56,API-integration,0
3683,M3684,Ticket,New York,65,API-integration,0
3684,M3685,Retail,New York,41,API-integration,1
3685,M3686,Beauty,Chicago,51,Affirm Anywhere,0
3686,M3687,Retail,San Francisco,71,Affirm Anywhere,0
3687,M3688,Restaurant,Phoenix,29,Affirm Anywhere,0
3688,M3689,Department_store,New York,19,Affirm Anywhere,0
3689,M3690,Retail,Phoenix,66,Affirm Anywhere,0
3690,M3691,Department_store,New York,41,VCN-integration,0
3691,M3692,Airline,New York,45,Debit Card,0
3692,M3693,Retail,Chicago,15,VCN-integration,0
3693,M3694,Restaurant,Houston,3,Debit Card,0
3694,M3695,Restaurant,Chicago,11,VCN-integration,0
3695,M3696,Beauty,New York,53,API-integration,0
3696,M3697,Restaurant,San Francisco,46,Partnership,0
3697,M3698,Department_store,Houston,30,Affirm Anywhere,0
3698,M3699,Airline,San Francisco,57,Partnership,0
3699,M3700,Restaurant,San Francisco,18,Partnership,1
3700,M3701,Retail,San Francisco,51,API-integration,1
3701,M3702,Restaurant,Houston,48,Partnership,0
3702,M3703,Airline,San Francisco,66,Partnership,0
3703,M3704,Department_store,Houston,8,API-integration,0
3704,M3705,Retail,Phoenix,22,Debit Card,0
3705,M3706,Beauty,New York,6,VCN-integration,0
3706,M3707,Beauty,Los Angeles,57,Other integrations,0
3707,M3708,Beauty,San Francisco,36,Partnership,0
3708,M3709,Retail,Chicago,57,Affirm Anywhere,0
3709,M3710,Beauty,Phoenix,49,API-integration,0
3710,M3711,Restaurant,Chicago,45,Partnership,0
3711,M3712,Retail,Los Angeles,66,Other integrations,0
3712,M3713,Retail,Houston,45,Debit Card,1
3713,M3714,Retail,Los Angeles,20,Debit Card,1
3714,M3715,Ticket,Chicago,64,Other integrations,0
3715,M3716,Department_store,Los Angeles,67,Affirm Anywhere,0
3716,M3717,Ticket,New York,3,Partnership,0
3717,M3718,Ticket,Los Angeles,54,Affirm Anywhere,0
3718,M3719,Ticket,San Francisco,64,Debit Card,0
3719,M3720,Department_store,New York,40,Debit Card,0
3720,M3721,Ticket,San Francisco,59,VCN-integration,0
3721,M3722,Beauty,Los Angeles,55,Debit Card,0
3722,M3723,Retail,New York,62,API-integration,0
3723,M3724,Retail,New York,4,VCN-integration,0
3724,M3725,Restaurant,Los Angeles,60,Affirm Anywhere,0
3725,M3726,Airline,Phoenix,30,Debit Card,0
3726,M3727,Beauty,Houston,2,Other integrations,0
3727,M3728,Department_store,Houston,62,API-integration,0
3728,M3729,Airline,Houston,49,VCN-integration,0
3729,M3730,Retail,New York,9,API-integration,0
3730,M3731,Ticket,Houston,31,VCN-integration,0
3731,M3732,Restaurant,New York,61,VCN-integration,0
3732,M3733,Restaurant,Phoenix,48,VCN-integration,0
3733,M3734,Retail,Los Angeles,25,Other integrations,0
3734,M3735,Beauty,Los Angeles,36,Affirm Anywhere,0
3735,M3736,Airline,New York,8,VCN-integration,0
3736,M3737,Restaurant,New York,58,VCN-integration,0
3737,M3738,Retail,Phoenix,45,API-integration,0
3738,M3739,Beauty,Houston,62,VCN-integration,0
3739,M3740,Retail,Phoenix,39,Affirm Anywhere,1
3740,M3741,Retail,Los Angeles,58,Other integrations,0
3741,M3742,Beauty,Los Angeles,64,Other integrations,0
3742,M3743,Beauty,San Francisco,44,API-integration,0
3743,M3744,Beauty,Houston,29,VCN-integration,0
3744,M3745,Retail,Los Angeles,59,API-integration,0
3745,M3746,Restaurant,San Francisco,71,Other integrations,0
3746,M3747,Department_store,New York,9,Affirm Anywhere,0
3747,M3748,Department_store,Los Angeles,6,API-integration,0
3748,M3749,Retail,Chicago,29,Affirm Anywhere,0
3749,M3750,Retail,Houston,58,Debit Card,0
3750,M3751,Restaurant,San Francisco,17,VCN-integration,0
3751,M3752,Beauty,Houston,16,Affirm Anywhere,0
3752,M3753,Retail,Houston,3,VCN-integration,0
3753,M3754,Ticket,Chicago,21,Affirm Anywhere,0
3754,M3755,Beauty,Phoenix,64,Partnership,1
3755,M3756,Retail,New York,36,Partnership,0
3756,M3757,Ticket,Houston,62,Partnership,0
3757,M3758,Airline,Los Angeles,42,Affirm Anywhere,0
3758,M3759,Restaurant,New York,42,Other integrations,1
3759,M3760,Ticket,Los Angeles,61,Other integrations,0
3760,M3761,Retail,New York,13,VCN-integration,0
3761,M3762,Department_store,New York,11,Partnership,0
3762,M3763,Retail,San Francisco,54,VCN-integration,0
3763,M3764,Department_store,Los Angeles,16,Affirm Anywhere,0
3764,M3765,Restaurant,Los Angeles,8,VCN-integration,0
3765,M3766,Restaurant,New York,59,VCN-integration,0
3766,M3767,Beauty,Houston,57,Partnership,0
3767,M3768,Beauty,Los Angeles,40,Other integrations,0
3768,M3769,Department_store,Chicago,59,API-integration,0
3769,M3770,Department_store,Chicago,2,Debit Card,0
3770,M3771,Restaurant,New York,10,Affirm Anywhere,0
3771,M3772,Ticket,Phoenix,44,Affirm Anywhere,0
3772,M3773,Department_store,New York,11,Affirm Anywhere,0
3773,M3774,Department_store,New York,2,Debit Card,0
3774,M3775,Ticket,Houston,50,API-integration,0
3775,M3776,Beauty,Houston,12,Other integrations,0
3776,M3777,Beauty,San Francisco,23,VCN-integration,0
3777,M3778,Department_store,Phoenix,18,Other integrations,0
3778,M3779,Beauty,Phoenix,62,Affirm Anywhere,0
3779,M3780,Beauty,Phoenix,62,VCN-integration,0
3780,M3781,Airline,Phoenix,38,Partnership,0
3781,M3782,Beauty,Phoenix,67,Other integrations,0
3782,M3783,Restaurant,New York,38,Partnership,0
3783,M3784,Retail,New York,67,Partnership,0
3784,M3785,Department_store,San Francisco,61,Other integrations,0
3785,M3786,Department_store,Chicago,1,Affirm Anywhere,0
3786,M3787,Restaurant,Chicago,45,Debit Card,0
3787,M3788,Retail,San Francisco,28,Affirm Anywhere,0
3788,M3789,Retail,San Francisco,21,Partnership,0
3789,M3790,Restaurant,Los Angeles,13,Partnership,1
3790,M3791,Ticket,New York,27,Affirm Anywhere,0
3791,M3792,Ticket,Phoenix,7,Debit Card,0
3792,M3793,Retail,Los Angeles,22,Debit Card,0
3793,M3794,Ticket,Houston,53,VCN-integration,0
3794,M3795,Ticket,New York,4,API-integration,0
3795,M3796,Ticket,San Francisco,23,Partnership,0
3796,M3797,Retail,Chicago,70,Debit Card,0
3797,M3798,Ticket,New York,33,Other integrations,0
3798,M3799,Department_store,San Francisco,28,Partnership,0
3799,M3800,Airline,New York,8,API-integration,0
3800,M3801,Retail,New York,1,Other integrations,0
3801,M3802,Restaurant,New York,37,Partnership,0
3802,M3803,Ticket,Houston,63,Debit Card,0
3803,M3804,Beauty,Chicago,22,VCN-integration,0
3804,M3805,Retail,New York,70,Affirm Anywhere,0
3805,M3806,Restaurant,San Francisco,21,Other integrations,0
3806,M3807,Airline,Houston,35,Affirm Anywhere,0
3807,M3808,Department_store,Los Angeles,5,Debit Card,0
3808,M3809,Restaurant,New York,60,Debit Card,0
3809,M3810,Ticket,Houston,46,Other integrations,0
3810,M3811,Beauty,Phoenix,50,API-integration,0
3811,M3812,Ticket,Los Angeles,48,Other integrations,0
3812,M3813,Restaurant,Chicago,6,Partnership,0
3813,M3814,Retail,New York,56,API-integration,0
3814,M3815,Beauty,New York,59,Affirm Anywhere,0
3815,M3816,Beauty,Houston,29,Partnership,0
3816,M3817,Restaurant,Chicago,71,API-integration,1
3817,M3818,Airline,Phoenix,18,Affirm Anywhere,0
3818,M3819,Airline,Los Angeles,2,Partnership,0
3819,M3820,Ticket,San Francisco,8,VCN-integration,0
3820,M3821,Restaurant,Chicago,54,Other integrations,0
3821,M3822,Beauty,New York,38,Other integrations,0
3822,M3823,Restaurant,Houston,48,Other integrations,0
3823,M3824,Beauty,Phoenix,27,VCN-integration,0
3824,M3825,Ticket,Houston,20,API-integration,0
3825,M3826,Retail,Los Angeles,12,Debit Card,0
3826,M3827,Retail,Chicago,43,Partnership,0
3827,M3828,Restaurant,Houston,61,API-integration,0
3828,M3829,Beauty,San Francisco,31,Debit Card,0
3829,M3830,Retail,San Francisco,61,Other integrations,0
3830,M3831,Beauty,Houston,67,Other integrations,0
3831,M3832,Ticket,New York,35,Other integrations,0
3832,M3833,Restaurant,Houston,15,Debit Card,0
3833,M3834,Beauty,Phoenix,16,Partnership,0
3834,M3835,Restaurant,Chicago,13,Partnership,1
3835,M3836,Beauty,Los Angeles,35,Debit Card,0
3836,M3837,Airline,San Francisco,59,Affirm Anywhere,0
3837,M3838,Airline,Houston,21,Other integrations,0
3838,M3839,Beauty,Phoenix,54,API-integration,0
3839,M3840,Ticket,San Francisco,30,Partnership,0
3840,M3841,Restaurant,San Francisco,48,Debit Card,0
3841,M3842,Department_store,Los Angeles,35,Affirm Anywhere,0
3842,M3843,Beauty,San Francisco,38,VCN-integration,0
3843,M3844,Beauty,Phoenix,31,Debit Card,0
3844,M3845,Airline,San Francisco,24,Affirm Anywhere,1
3845,M3846,Retail,San Francisco,49,VCN-integration,0
3846,M3847,Airline,Houston,32,Affirm Anywhere,0
3847,M3848,Restaurant,Houston,55,Partnership,0
3848,M3849,Airline,Chicago,58,Debit Card,0
3849,M3850,Department_store,New York,3,VCN-integration,0
3850,M3851,Ticket,Phoenix,69,Affirm Anywhere,0
3851,M3852,Department_store,New York,10,VCN-integration,0
3852,M3853,Ticket,New York,25,API-integration,0
3853,M3854,Department_store,San Francisco,68,Debit Card,0
3854,M3855,Airline,Los Angeles,61,Partnership,1
3855,M3856,Department_store,Los Angeles,29,VCN-integration,0
3856,M3857,Airline,San Francisco,19,Other integrations,0
3857,M3858,Airline,Phoenix,43,Affirm Anywhere,0
3858,M3859,Restaurant,New York,66,Other integrations,0
3859,M3860,Airline,Chicago,61,VCN-integration,1
3860,M3861,Retail,New York,43,Other integrations,0
3861,M3862,Department_store,Los Angeles,25,Affirm Anywhere,0
3862,M3863,Beauty,New York,20,VCN-integration,0
3863,M3864,Beauty,Houston,48,Partnership,0
3864,M3865,Beauty,Houston,24,Partnership,0
3865,M3866,Retail,Chicago,11,Debit Card,0
3866,M3867,Airline,Phoenix,55,Partnership,0
3867,M3868,Department_store,New York,28,VCN-integration,0
3868,M3869,Ticket,Houston,69,VCN-integration,0
3869,M3870,Ticket,Phoenix,63,Partnership,0
3870,M3871,Restaurant,Houston,59,API-integration,0
3871,M3872,Retail,Phoenix,5,VCN-integration,0
